// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 8 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:17 (17.11 sec)   *****
// Found 8 benchmarks:
//   BenchMarkDto.Min: .NET 6.0(Runtime=.NET 6.0) [Size=100]
//   BenchMarkDto.Max: .NET 6.0(Runtime=.NET 6.0) [Size=100]
//   BenchMarkDto.Average: .NET 6.0(Runtime=.NET 6.0) [Size=100]
//   BenchMarkDto.Sum: .NET 6.0(Runtime=.NET 6.0) [Size=100]
//   BenchMarkDto.Min: .NET 7.0(Runtime=.NET 7.0) [Size=100]
//   BenchMarkDto.Max: .NET 7.0(Runtime=.NET 7.0) [Size=100]
//   BenchMarkDto.Average: .NET 7.0(Runtime=.NET 7.0) [Size=100]
//   BenchMarkDto.Sum: .NET 7.0(Runtime=.NET 7.0) [Size=100]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadPilot    8: 2048 op, 936000.00 ns, 457.0312 ns/op
WorkloadPilot    9: 4096 op, 1877500.00 ns, 458.3740 ns/op
WorkloadPilot   10: 8192 op, 3753600.00 ns, 458.2031 ns/op
WorkloadPilot   11: 16384 op, 7562100.00 ns, 461.5540 ns/op
WorkloadPilot   12: 32768 op, 15563500.00 ns, 474.9603 ns/op
WorkloadPilot   13: 65536 op, 34937300.00 ns, 533.1009 ns/op
WorkloadPilot   14: 131072 op, 64641800.00 ns, 493.1778 ns/op
WorkloadPilot   15: 262144 op, 120523600.00 ns, 459.7610 ns/op
WorkloadPilot   16: 524288 op, 196849000.00 ns, 375.4597 ns/op
WorkloadPilot   17: 1048576 op, 398231600.00 ns, 379.7832 ns/op
WorkloadPilot   18: 2097152 op, 788699600.00 ns, 376.0813 ns/op

OverheadWarmup   1: 2097152 op, 3324900.00 ns, 1.5854 ns/op
OverheadWarmup   2: 2097152 op, 3673100.00 ns, 1.7515 ns/op
OverheadWarmup   3: 2097152 op, 3414700.00 ns, 1.6283 ns/op
OverheadWarmup   4: 2097152 op, 3274000.00 ns, 1.5612 ns/op
OverheadWarmup   5: 2097152 op, 3307100.00 ns, 1.5769 ns/op
OverheadWarmup   6: 2097152 op, 3507900.00 ns, 1.6727 ns/op
OverheadWarmup   7: 2097152 op, 3578300.00 ns, 1.7063 ns/op
OverheadWarmup   8: 2097152 op, 3529900.00 ns, 1.6832 ns/op

OverheadActual   1: 2097152 op, 3727000.00 ns, 1.7772 ns/op
OverheadActual   2: 2097152 op, 3731800.00 ns, 1.7795 ns/op
OverheadActual   3: 2097152 op, 3679400.00 ns, 1.7545 ns/op
OverheadActual   4: 2097152 op, 3636500.00 ns, 1.7340 ns/op
OverheadActual   5: 2097152 op, 3713100.00 ns, 1.7705 ns/op
OverheadActual   6: 2097152 op, 3607400.00 ns, 1.7201 ns/op
OverheadActual   7: 2097152 op, 3541400.00 ns, 1.6887 ns/op
OverheadActual   8: 2097152 op, 3545300.00 ns, 1.6905 ns/op
OverheadActual   9: 2097152 op, 3585500.00 ns, 1.7097 ns/op
OverheadActual  10: 2097152 op, 3606200.00 ns, 1.7196 ns/op
OverheadActual  11: 2097152 op, 3728700.00 ns, 1.7780 ns/op
OverheadActual  12: 2097152 op, 3605600.00 ns, 1.7193 ns/op
OverheadActual  13: 2097152 op, 3529900.00 ns, 1.6832 ns/op
OverheadActual  14: 2097152 op, 3620200.00 ns, 1.7262 ns/op
OverheadActual  15: 2097152 op, 3707600.00 ns, 1.7679 ns/op

WorkloadWarmup   1: 2097152 op, 776281900.00 ns, 370.1601 ns/op
WorkloadWarmup   2: 2097152 op, 778187700.00 ns, 371.0688 ns/op
WorkloadWarmup   3: 2097152 op, 794261700.00 ns, 378.7335 ns/op
WorkloadWarmup   4: 2097152 op, 797742700.00 ns, 380.3934 ns/op
WorkloadWarmup   5: 2097152 op, 793526500.00 ns, 378.3829 ns/op
WorkloadWarmup   6: 2097152 op, 801065400.00 ns, 381.9777 ns/op
WorkloadWarmup   7: 2097152 op, 800852900.00 ns, 381.8764 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 798157400.00 ns, 380.5911 ns/op
WorkloadActual   2: 2097152 op, 797747200.00 ns, 380.3955 ns/op
WorkloadActual   3: 2097152 op, 771252700.00 ns, 367.7619 ns/op
WorkloadActual   4: 2097152 op, 781942400.00 ns, 372.8592 ns/op
WorkloadActual   5: 2097152 op, 800991000.00 ns, 381.9423 ns/op
WorkloadActual   6: 2097152 op, 730236200.00 ns, 348.2038 ns/op
WorkloadActual   7: 2097152 op, 741964500.00 ns, 353.7962 ns/op
WorkloadActual   8: 2097152 op, 786596400.00 ns, 375.0784 ns/op
WorkloadActual   9: 2097152 op, 758464500.00 ns, 361.6641 ns/op
WorkloadActual  10: 2097152 op, 791596300.00 ns, 377.4625 ns/op
WorkloadActual  11: 2097152 op, 778851800.00 ns, 371.3855 ns/op
WorkloadActual  12: 2097152 op, 804802100.00 ns, 383.7595 ns/op
WorkloadActual  13: 2097152 op, 774527500.00 ns, 369.3235 ns/op
WorkloadActual  14: 2097152 op, 787980300.00 ns, 375.7383 ns/op
WorkloadActual  15: 2097152 op, 738185700.00 ns, 351.9944 ns/op
WorkloadActual  16: 2097152 op, 787905900.00 ns, 375.7028 ns/op
WorkloadActual  17: 2097152 op, 797687100.00 ns, 380.3668 ns/op
WorkloadActual  18: 2097152 op, 795705900.00 ns, 379.4221 ns/op
WorkloadActual  19: 2097152 op, 797881600.00 ns, 380.4596 ns/op
WorkloadActual  20: 2097152 op, 773080700.00 ns, 368.6336 ns/op
WorkloadActual  21: 2097152 op, 792441100.00 ns, 377.8654 ns/op
WorkloadActual  22: 2097152 op, 769456800.00 ns, 366.9056 ns/op
WorkloadActual  23: 2097152 op, 782283900.00 ns, 373.0220 ns/op
WorkloadActual  24: 2097152 op, 773463900.00 ns, 368.8163 ns/op
WorkloadActual  25: 2097152 op, 780778600.00 ns, 372.3042 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 794537200.00 ns, 378.8649 ns/op
WorkloadResult   2: 2097152 op, 794127000.00 ns, 378.6693 ns/op
WorkloadResult   3: 2097152 op, 767632500.00 ns, 366.0357 ns/op
WorkloadResult   4: 2097152 op, 778322200.00 ns, 371.1329 ns/op
WorkloadResult   5: 2097152 op, 797370800.00 ns, 380.2160 ns/op
WorkloadResult   6: 2097152 op, 726616000.00 ns, 346.4775 ns/op
WorkloadResult   7: 2097152 op, 738344300.00 ns, 352.0700 ns/op
WorkloadResult   8: 2097152 op, 782976200.00 ns, 373.3521 ns/op
WorkloadResult   9: 2097152 op, 754844300.00 ns, 359.9378 ns/op
WorkloadResult  10: 2097152 op, 787976100.00 ns, 375.7363 ns/op
WorkloadResult  11: 2097152 op, 775231600.00 ns, 369.6592 ns/op
WorkloadResult  12: 2097152 op, 801181900.00 ns, 382.0333 ns/op
WorkloadResult  13: 2097152 op, 770907300.00 ns, 367.5972 ns/op
WorkloadResult  14: 2097152 op, 784360100.00 ns, 374.0120 ns/op
WorkloadResult  15: 2097152 op, 734565500.00 ns, 350.2681 ns/op
WorkloadResult  16: 2097152 op, 784285700.00 ns, 373.9766 ns/op
WorkloadResult  17: 2097152 op, 794066900.00 ns, 378.6406 ns/op
WorkloadResult  18: 2097152 op, 792085700.00 ns, 377.6959 ns/op
WorkloadResult  19: 2097152 op, 794261400.00 ns, 378.7333 ns/op
WorkloadResult  20: 2097152 op, 769460500.00 ns, 366.9074 ns/op
WorkloadResult  21: 2097152 op, 788820900.00 ns, 376.1391 ns/op
WorkloadResult  22: 2097152 op, 765836600.00 ns, 365.1793 ns/op
WorkloadResult  23: 2097152 op, 778663700.00 ns, 371.2958 ns/op
WorkloadResult  24: 2097152 op, 769843700.00 ns, 367.0901 ns/op
WorkloadResult  25: 2097152 op, 777158400.00 ns, 370.5780 ns/op
// GC:  5 0 0 67109552 2097152
// Threading:  0 0 2097152

// AfterAll
// Benchmark Process 11188 has exited with code 0.

Mean = 370.092 ns, StdErr = 1.897 ns (0.51%), N = 25, StdDev = 9.483 ns
Min = 346.478 ns, Q1 = 366.907 ns, Median = 371.296 ns, Q3 = 377.696 ns, Max = 382.033 ns
IQR = 10.789 ns, LowerFence = 350.725 ns, UpperFence = 393.879 ns
ConfidenceInterval = [362.989 ns; 377.195 ns] (CI 99.9%), Margin = 7.103 ns (1.92% of Mean)
Skewness = -1.02, Kurtosis = 3.18, MValue = 2

// ** Remained 7 (87.5%) benchmark(s) to run. Estimated finish 2023-06-28 20:40 (0h 3m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchMarkDto.Max: .NET 6.0(Runtime=.NET 6.0) [Size=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 04925cf5-ea13-485b-aa47-4a1dc949174e.dll --anonymousPipes 1700 1708 --benchmarkName "LinqPerformance.BenchMarkDto.Max(Size: 100)" --job ".NET 6.0" --benchmarkId 1 in D:\Lessons\DotNetDos\LinqPerformance\bin\Release\net6.0\04925cf5-ea13-485b-aa47-4a1dc949174e\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.18 (6.0.1823.26907), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: .NET 6.0

OverheadJitting  1: 1 op, 197000.00 ns, 197.0000 us/op
WorkloadJitting  1: 1 op, 301000.00 ns, 301.0000 us/op

OverheadJitting  2: 16 op, 329100.00 ns, 20.5688 us/op
WorkloadJitting  2: 16 op, 381000.00 ns, 23.8125 us/op

WorkloadPilot    1: 16 op, 9600.00 ns, 600.0000 ns/op
WorkloadPilot    2: 32 op, 16800.00 ns, 525.0000 ns/op
WorkloadPilot    3: 64 op, 31200.00 ns, 487.5000 ns/op
WorkloadPilot    4: 128 op, 65400.00 ns, 510.9375 ns/op
WorkloadPilot    5: 256 op, 120300.00 ns, 469.9219 ns/op
WorkloadPilot    6: 512 op, 237400.00 ns, 463.6719 ns/op
WorkloadPilot    7: 1024 op, 467300.00 ns, 456.3477 ns/op
WorkloadPilot    8: 2048 op, 947700.00 ns, 462.7441 ns/op
WorkloadPilot    9: 4096 op, 1921200.00 ns, 469.0430 ns/op
WorkloadPilot   10: 8192 op, 4072700.00 ns, 497.1558 ns/op
WorkloadPilot   11: 16384 op, 7968200.00 ns, 486.3403 ns/op
WorkloadPilot   12: 32768 op, 15689300.00 ns, 478.7994 ns/op
WorkloadPilot   13: 65536 op, 34429300.00 ns, 525.3494 ns/op
WorkloadPilot   14: 131072 op, 70590900.00 ns, 538.5658 ns/op
WorkloadPilot   15: 262144 op, 94801200.00 ns, 361.6379 ns/op
WorkloadPilot   16: 524288 op, 190041600.00 ns, 362.4756 ns/op
WorkloadPilot   17: 1048576 op, 361820300.00 ns, 345.0587 ns/op
WorkloadPilot   18: 2097152 op, 739717900.00 ns, 352.7250 ns/op

OverheadWarmup   1: 2097152 op, 3557000.00 ns, 1.6961 ns/op
OverheadWarmup   2: 2097152 op, 3301100.00 ns, 1.5741 ns/op
OverheadWarmup   3: 2097152 op, 3189100.00 ns, 1.5207 ns/op
OverheadWarmup   4: 2097152 op, 3174600.00 ns, 1.5138 ns/op
OverheadWarmup   5: 2097152 op, 3251900.00 ns, 1.5506 ns/op
OverheadWarmup   6: 2097152 op, 3420800.00 ns, 1.6312 ns/op
OverheadWarmup   7: 2097152 op, 3279000.00 ns, 1.5635 ns/op
OverheadWarmup   8: 2097152 op, 3237300.00 ns, 1.5437 ns/op
OverheadWarmup   9: 2097152 op, 3797600.00 ns, 1.8108 ns/op
OverheadWarmup  10: 2097152 op, 3505800.00 ns, 1.6717 ns/op

OverheadActual   1: 2097152 op, 3665700.00 ns, 1.7479 ns/op
OverheadActual   2: 2097152 op, 3750100.00 ns, 1.7882 ns/op
OverheadActual   3: 2097152 op, 3565200.00 ns, 1.7000 ns/op
OverheadActual   4: 2097152 op, 3464300.00 ns, 1.6519 ns/op
OverheadActual   5: 2097152 op, 3511700.00 ns, 1.6745 ns/op
OverheadActual   6: 2097152 op, 3893600.00 ns, 1.8566 ns/op
OverheadActual   7: 2097152 op, 3649800.00 ns, 1.7404 ns/op
OverheadActual   8: 2097152 op, 3559600.00 ns, 1.6973 ns/op
OverheadActual   9: 2097152 op, 3386900.00 ns, 1.6150 ns/op
OverheadActual  10: 2097152 op, 3428400.00 ns, 1.6348 ns/op
OverheadActual  11: 2097152 op, 3352300.00 ns, 1.5985 ns/op
OverheadActual  12: 2097152 op, 3673800.00 ns, 1.7518 ns/op
OverheadActual  13: 2097152 op, 3469900.00 ns, 1.6546 ns/op
OverheadActual  14: 2097152 op, 3501200.00 ns, 1.6695 ns/op
OverheadActual  15: 2097152 op, 3638300.00 ns, 1.7349 ns/op

WorkloadWarmup   1: 2097152 op, 749375900.00 ns, 357.3303 ns/op
WorkloadWarmup   2: 2097152 op, 751116200.00 ns, 358.1601 ns/op
WorkloadWarmup   3: 2097152 op, 749917300.00 ns, 357.5884 ns/op
WorkloadWarmup   4: 2097152 op, 747399500.00 ns, 356.3879 ns/op
WorkloadWarmup   5: 2097152 op, 745698700.00 ns, 355.5768 ns/op
WorkloadWarmup   6: 2097152 op, 747764400.00 ns, 356.5619 ns/op
WorkloadWarmup   7: 2097152 op, 745231300.00 ns, 355.3540 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 745870100.00 ns, 355.6586 ns/op
WorkloadActual   2: 2097152 op, 746803900.00 ns, 356.1038 ns/op
WorkloadActual   3: 2097152 op, 743905300.00 ns, 354.7217 ns/op
WorkloadActual   4: 2097152 op, 745141000.00 ns, 355.3109 ns/op
WorkloadActual   5: 2097152 op, 742854200.00 ns, 354.2205 ns/op
WorkloadActual   6: 2097152 op, 744132800.00 ns, 354.8302 ns/op
WorkloadActual   7: 2097152 op, 745218500.00 ns, 355.3479 ns/op
WorkloadActual   8: 2097152 op, 744802400.00 ns, 355.1495 ns/op
WorkloadActual   9: 2097152 op, 746242200.00 ns, 355.8360 ns/op
WorkloadActual  10: 2097152 op, 718946900.00 ns, 342.8206 ns/op
WorkloadActual  11: 2097152 op, 745121900.00 ns, 355.3018 ns/op
WorkloadActual  12: 2097152 op, 713194800.00 ns, 340.0778 ns/op
WorkloadActual  13: 2097152 op, 729227600.00 ns, 347.7228 ns/op
WorkloadActual  14: 2097152 op, 745143400.00 ns, 355.3121 ns/op
WorkloadActual  15: 2097152 op, 743347200.00 ns, 354.4556 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 742310500.00 ns, 353.9612 ns/op
WorkloadResult   2: 2097152 op, 743244300.00 ns, 354.4065 ns/op
WorkloadResult   3: 2097152 op, 740345700.00 ns, 353.0243 ns/op
WorkloadResult   4: 2097152 op, 741581400.00 ns, 353.6136 ns/op
WorkloadResult   5: 2097152 op, 739294600.00 ns, 352.5231 ns/op
WorkloadResult   6: 2097152 op, 740573200.00 ns, 353.1328 ns/op
WorkloadResult   7: 2097152 op, 741658900.00 ns, 353.6505 ns/op
WorkloadResult   8: 2097152 op, 741242800.00 ns, 353.4521 ns/op
WorkloadResult   9: 2097152 op, 742682600.00 ns, 354.1387 ns/op
WorkloadResult  10: 2097152 op, 715387300.00 ns, 341.1232 ns/op
WorkloadResult  11: 2097152 op, 741562300.00 ns, 353.6045 ns/op
WorkloadResult  12: 2097152 op, 709635200.00 ns, 338.3804 ns/op
WorkloadResult  13: 2097152 op, 725668000.00 ns, 346.0255 ns/op
WorkloadResult  14: 2097152 op, 741583800.00 ns, 353.6147 ns/op
WorkloadResult  15: 2097152 op, 739787600.00 ns, 352.7582 ns/op
// GC:  5 0 0 67109456 2097152
// Threading:  0 0 2097152

// AfterAll
// Benchmark Process 15664 has exited with code 0.

Mean = 351.161 ns, StdErr = 1.307 ns (0.37%), N = 15, StdDev = 5.063 ns
Min = 338.380 ns, Q1 = 352.641 ns, Median = 353.452 ns, Q3 = 353.633 ns, Max = 354.406 ns
IQR = 0.992 ns, LowerFence = 351.153 ns, UpperFence = 355.121 ns
ConfidenceInterval = [345.748 ns; 356.574 ns] (CI 99.9%), Margin = 5.413 ns (1.54% of Mean)
Skewness = -1.57, Kurtosis = 3.85, MValue = 2

// ** Remained 6 (75.0%) benchmark(s) to run. Estimated finish 2023-06-28 20:39 (0h 2m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchMarkDto.Average: .NET 6.0(Runtime=.NET 6.0) [Size=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 04925cf5-ea13-485b-aa47-4a1dc949174e.dll --anonymousPipes 1360 1404 --benchmarkName "LinqPerformance.BenchMarkDto.Average(Size: 100)" --job ".NET 6.0" --benchmarkId 2 in D:\Lessons\DotNetDos\LinqPerformance\bin\Release\net6.0\04925cf5-ea13-485b-aa47-4a1dc949174e\bin\Release\net6.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 6.0.18 (6.0.1823.26907), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: .NET 6.0

OverheadJitting  1: 1 op, 442500.00 ns, 442.5000 us/op
WorkloadJitting  1: 1 op, 333100.00 ns, 333.1000 us/op

OverheadJitting  2: 16 op, 396000.00 ns, 24.7500 us/op
WorkloadJitting  2: 16 op, 393000.00 ns, 24.5625 us/op

WorkloadPilot    1: 16 op, 9500.00 ns, 593.7500 ns/op
WorkloadPilot    2: 32 op, 16500.00 ns, 515.6250 ns/op
WorkloadPilot    3: 64 op, 32800.00 ns, 512.5000 ns/op
WorkloadPilot    4: 128 op, 61600.00 ns, 481.2500 ns/op
WorkloadPilot    5: 256 op, 121700.00 ns, 475.3906 ns/op
WorkloadPilot    6: 512 op, 243700.00 ns, 475.9766 ns/op
WorkloadPilot    7: 1024 op, 518300.00 ns, 506.1523 ns/op
WorkloadPilot    8: 2048 op, 985000.00 ns, 480.9570 ns/op
WorkloadPilot    9: 4096 op, 1963300.00 ns, 479.3213 ns/op
WorkloadPilot   10: 8192 op, 3828500.00 ns, 467.3462 ns/op
WorkloadPilot   11: 16384 op, 7957900.00 ns, 485.7117 ns/op
WorkloadPilot   12: 32768 op, 15901400.00 ns, 485.2722 ns/op
WorkloadPilot   13: 65536 op, 31695000.00 ns, 483.6273 ns/op
WorkloadPilot   14: 131072 op, 68019300.00 ns, 518.9461 ns/op
WorkloadPilot   15: 262144 op, 101544700.00 ns, 387.3623 ns/op
WorkloadPilot   16: 524288 op, 185487200.00 ns, 353.7888 ns/op
WorkloadPilot   17: 1048576 op, 386233500.00 ns, 368.3410 ns/op
WorkloadPilot   18: 2097152 op, 794513700.00 ns, 378.8537 ns/op

OverheadWarmup   1: 2097152 op, 3555400.00 ns, 1.6953 ns/op
OverheadWarmup   2: 2097152 op, 3191500.00 ns, 1.5218 ns/op
OverheadWarmup   3: 2097152 op, 3130100.00 ns, 1.4925 ns/op
OverheadWarmup   4: 2097152 op, 3301700.00 ns, 1.5744 ns/op
OverheadWarmup   5: 2097152 op, 3246600.00 ns, 1.5481 ns/op
OverheadWarmup   6: 2097152 op, 3159400.00 ns, 1.5065 ns/op
OverheadWarmup   7: 2097152 op, 3129200.00 ns, 1.4921 ns/op
OverheadWarmup   8: 2097152 op, 3227500.00 ns, 1.5390 ns/op
OverheadWarmup   9: 2097152 op, 3228400.00 ns, 1.5394 ns/op
OverheadWarmup  10: 2097152 op, 3505500.00 ns, 1.6716 ns/op

OverheadActual   1: 2097152 op, 3276800.00 ns, 1.5625 ns/op
OverheadActual   2: 2097152 op, 3376900.00 ns, 1.6102 ns/op
OverheadActual   3: 2097152 op, 3352000.00 ns, 1.5984 ns/op
OverheadActual   4: 2097152 op, 3363000.00 ns, 1.6036 ns/op
OverheadActual   5: 2097152 op, 3353700.00 ns, 1.5992 ns/op
OverheadActual   6: 2097152 op, 3289000.00 ns, 1.5683 ns/op
OverheadActual   7: 2097152 op, 3356900.00 ns, 1.6007 ns/op
OverheadActual   8: 2097152 op, 3378500.00 ns, 1.6110 ns/op
OverheadActual   9: 2097152 op, 3130200.00 ns, 1.4926 ns/op
OverheadActual  10: 2097152 op, 3167200.00 ns, 1.5102 ns/op
OverheadActual  11: 2097152 op, 3127900.00 ns, 1.4915 ns/op
OverheadActual  12: 2097152 op, 3238200.00 ns, 1.5441 ns/op
OverheadActual  13: 2097152 op, 3299800.00 ns, 1.5735 ns/op
OverheadActual  14: 2097152 op, 3302700.00 ns, 1.5749 ns/op
OverheadActual  15: 2097152 op, 3278300.00 ns, 1.5632 ns/op

WorkloadWarmup   1: 2097152 op, 765315000.00 ns, 364.9306 ns/op
WorkloadWarmup   2: 2097152 op, 723327400.00 ns, 344.9094 ns/op
WorkloadWarmup   3: 2097152 op, 731709400.00 ns, 348.9062 ns/op
WorkloadWarmup   4: 2097152 op, 730692100.00 ns, 348.4211 ns/op
WorkloadWarmup   5: 2097152 op, 732190600.00 ns, 349.1357 ns/op
WorkloadWarmup   6: 2097152 op, 732519700.00 ns, 349.2926 ns/op
WorkloadWarmup   7: 2097152 op, 773074700.00 ns, 368.6307 ns/op
WorkloadWarmup   8: 2097152 op, 786545300.00 ns, 375.0540 ns/op
WorkloadWarmup   9: 2097152 op, 786441000.00 ns, 375.0043 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 761556000.00 ns, 363.1382 ns/op
WorkloadActual   2: 2097152 op, 768395900.00 ns, 366.3997 ns/op
WorkloadActual   3: 2097152 op, 783591700.00 ns, 373.6456 ns/op
WorkloadActual   4: 2097152 op, 766525200.00 ns, 365.5077 ns/op
WorkloadActual   5: 2097152 op, 775943200.00 ns, 369.9986 ns/op
WorkloadActual   6: 2097152 op, 771755000.00 ns, 368.0015 ns/op
WorkloadActual   7: 2097152 op, 789701200.00 ns, 376.5589 ns/op
WorkloadActual   8: 2097152 op, 785977100.00 ns, 374.7831 ns/op
WorkloadActual   9: 2097152 op, 789175500.00 ns, 376.3082 ns/op
WorkloadActual  10: 2097152 op, 757609000.00 ns, 361.2561 ns/op
WorkloadActual  11: 2097152 op, 779754100.00 ns, 371.8157 ns/op
WorkloadActual  12: 2097152 op, 773434000.00 ns, 368.8021 ns/op
WorkloadActual  13: 2097152 op, 783509600.00 ns, 373.6065 ns/op
WorkloadActual  14: 2097152 op, 772969000.00 ns, 368.5803 ns/op
WorkloadActual  15: 2097152 op, 771892600.00 ns, 368.0671 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 758256200.00 ns, 361.5647 ns/op
WorkloadResult   2: 2097152 op, 765096100.00 ns, 364.8263 ns/op
WorkloadResult   3: 2097152 op, 780291900.00 ns, 372.0722 ns/op
WorkloadResult   4: 2097152 op, 763225400.00 ns, 363.9342 ns/op
WorkloadResult   5: 2097152 op, 772643400.00 ns, 368.4251 ns/op
WorkloadResult   6: 2097152 op, 768455200.00 ns, 366.4280 ns/op
WorkloadResult   7: 2097152 op, 786401400.00 ns, 374.9854 ns/op
WorkloadResult   8: 2097152 op, 782677300.00 ns, 373.2096 ns/op
WorkloadResult   9: 2097152 op, 785875700.00 ns, 374.7347 ns/op
WorkloadResult  10: 2097152 op, 754309200.00 ns, 359.6827 ns/op
WorkloadResult  11: 2097152 op, 776454300.00 ns, 370.2423 ns/op
WorkloadResult  12: 2097152 op, 770134200.00 ns, 367.2286 ns/op
WorkloadResult  13: 2097152 op, 780209800.00 ns, 372.0330 ns/op
WorkloadResult  14: 2097152 op, 769669200.00 ns, 367.0069 ns/op
WorkloadResult  15: 2097152 op, 768592800.00 ns, 366.4936 ns/op
// GC:  5 0 0 67109456 2097152
// Threading:  0 0 2097152

// AfterAll
// Benchmark Process 30772 has exited with code 0.

Mean = 368.191 ns, StdErr = 1.200 ns (0.33%), N = 15, StdDev = 4.647 ns
Min = 359.683 ns, Q1 = 365.627 ns, Median = 367.229 ns, Q3 = 372.053 ns, Max = 374.985 ns
IQR = 6.425 ns, LowerFence = 355.989 ns, UpperFence = 381.691 ns
ConfidenceInterval = [363.223 ns; 373.159 ns] (CI 99.9%), Margin = 4.968 ns (1.35% of Mean)
Skewness = -0.13, Kurtosis = 1.82, MValue = 2

// ** Remained 5 (62.5%) benchmark(s) to run. Estimated finish 2023-06-28 20:39 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchMarkDto.Sum: .NET 6.0(Runtime=.NET 6.0) [Size=100]
// *** Execute ***
// Launch: 1 / 1
